Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2015,46650,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.25
2018,3000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.85
2014,14799,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.14
2015,68525,Diesel,Manual,First,23.0,1396.0,90.0,5.0,7.0
2018,15000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,33.0
2017,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,10.0
2012,77407,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,3.53
2007,118000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,1.35
2013,75000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.5
2012,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.9
2016,52553,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.26
2014,58000,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,3.99
2017,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,46.95
2015,65542,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.8
2013,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,6.75
2017,22251,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.75
2013,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,5.2
2017,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,8.42
2014,58000,CNG,Manual,First,26.6,998.0,58.16,5.0,3.0
2016,24001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75
2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,9.75
2015,28500,Petrol,Manual,First,19.49,1198.0,67.04,5.0,3.5
2014,66000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,30.0
2017,22000,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,35.0
2018,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,13.25
2013,45000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.65
2015,58000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25
2016,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,9.7
2017,60993,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.21
2016,67000,Diesel,Manual,First,18.49,1493.0,100.0,7.0,6.3
2014,51134,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.72
2011,55000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,28.0
2018,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.37
2012,68350,Diesel,Manual,First,12.55,2982.0,168.5,7.0,14.0
2015,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,36.0
2015,97000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.4
2015,56238,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,51.69
2014,72618,Diesel,Manual,First,12.05,2179.0,120.0,7.0,8.0
2012,62005,Diesel,Manual,First,18.3,1991.0,147.9,5.0,9.8
2012,61250,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.7
2014,28469,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,24.37
2018,21488,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,9.72
2014,197000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.0
2009,138205,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,10.5
2012,160000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,3.9
2012,67590,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.65
2012,52000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,29.95
2008,100000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.0
2017,60048,Diesel,Manual,First,26.1,1498.0,99.0,5.0,6.0
2009,48000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.11
2011,100000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5
2006,80010,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,2.85
2017,26493,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,33.64
2011,96000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,0.91
2014,45700,Petrol,Manual,Second,22.74,796.0,47.3,5.0,2.42
2005,13000,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,3.25
2013,38000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.8
2019,8018,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,8.3
2010,144400,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,5.25
2010,152000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,2.9
2013,71000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,15.0
2012,80000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,0.53
2014,87143,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5
2012,25000,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2.75
2018,2000,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,5.0
2014,45239,Diesel,Manual,First,12.05,2179.0,120.0,8.0,7.09
2011,101999,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,19.99
2014,74219,Diesel,Manual,First,21.43,1364.0,87.2,5.0,10.75
2016,25000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.45
2008,109606,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.9
2015,36000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.7
2016,41810,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.11
2014,93321,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25
2011,81000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.2
2019,25717,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,8.86
2015,37000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.3
2017,56380,Diesel,Manual,First,18.49,1493.0,100.0,7.0,7.57
2017,8000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,7.9
2018,14589,Petrol,Manual,First,16.1,1298.0,88.2,5.0,5.65
2013,65088,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.25
2019,24864,Diesel,Manual,First,20.5,1582.0,126.2,5.0,16.27
2011,64831,Petrol,Manual,First,18.6,1199.0,79.4,5.0,3.21
2013,38001,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.9
2008,77000,Petrol,Automatic,Second,10.0,2496.0,157.7,5.0,6.5
2016,27000,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,48.0
2016,39000,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,18.9
2015,131000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3.6
2015,43000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.5
2011,68000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,7.0
2016,45165,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,41.75
2007,120000,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,10.5
2014,86091,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.09
2009,71499,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.0
2014,50000,Diesel,Manual,First,17.0,2200.0,139.01,7.0,12.0
2015,66000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,4.91
2010,45000,Petrol,Manual,First,16.0,1198.0,90.0,5.0,2.0
2015,69189,Diesel,Manual,First,23.59,1364.0,67.06,5.0,5.3
2014,40206,Diesel,Manual,First,19.01,1461.0,108.5,5.0,7.22
2017,36723,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.57
2010,57500,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.75
2018,43912,CNG,Manual,First,15.1,1196.0,73.0,5.0,4.33
2011,52000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,3.75
2014,60952,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,5.91
2013,87192,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.35
2014,58000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.25
2017,59500,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,68.0
2016,16650,Petrol,Manual,First,17.0,1198.0,74.0,5.0,5.5
2018,34696,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.08
2018,42243,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.48
2016,57824,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5
2011,110000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.5
2013,72000,Diesel,Automatic,First,0.0,2179.0,115.0,5.0,15.5
2013,63455,Diesel,Manual,First,11.5,2982.0,171.0,7.0,19.0
2017,17151,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8.4
2016,31001,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.25
2014,42109,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.25
2015,55000,Diesel,Automatic,Second,21.66,1498.0,103.52,5.0,5.7
2013,46000,Diesel,Automatic,Second,0.0,2179.0,115.0,5.0,26.0
2013,30852,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.49
2011,65000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,3.0
2015,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.95
2013,72000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2.69
2014,29000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,26.0
2015,32000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,5.5
2016,29875,Petrol,Manual,First,18.16,1196.0,86.8,5.0,4.85
2018,32539,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.39
2015,83090,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7.99
2016,62679,Diesel,Manual,First,21.19,1396.0,88.73,5.0,6.95
2010,93000,Petrol,Manual,First,15.7,1390.0,75.0,5.0,1.5
2006,44000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.55
2010,78400,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2.75
2014,71300,Petrol,Manual,First,13.06,1598.0,102.53,5.0,4.25
2015,18000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.85
2019,24013,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,56.14
2009,99100,Petrol,Automatic,Second,9.74,1984.0,208.0,5.0,10.0
2003,62000,Petrol,Manual,Second,11.3,1298.0,83.1,8.0,1.25
2017,14000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.5
2015,44811,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.81
2014,44000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.3
2010,136000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.0
2010,144113,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.75
2012,94989,Petrol,Manual,First,12.8,2354.0,177.6,5.0,6.58
2012,58133,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.8
2008,61000,Petrol,Manual,Second,17.5,1198.0,70.0,5.0,1.65
2017,27000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,15.0
2014,18050,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.0
2007,145277,Petrol,Manual,First,15.3,1596.0,101.0,5.0,1.65
2015,42000,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.6
2011,86000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.5
2015,42150,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.6
2015,30158,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.05
2011,47000,Diesel,Manual,Second,23.5,1498.0,90.0,5.0,6.0
2013,39000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.75
2016,32125,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.17
2017,58829,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.05
2013,67559,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.05
2013,55000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25
2018,30000,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.75
2016,28000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,11.85
2016,31826,Diesel,Manual,First,22.7,1498.0,89.84,5.0,8.24
2008,100009,Petrol,Manual,Second,13.1,1997.0,141.1,5.0,6.5
2019,17201,Diesel,Automatic,First,12.51,2179.0,187.7,7.0,58.91
2014,74345,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.0
2015,58134,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.64
2010,30566,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,3.32
2012,55231,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.78
2016,67774,Diesel,Automatic,First,14.81,1998.0,163.7,5.0,8.95
2013,50319,Petrol,Automatic,First,12.0,1991.0,181.03,5.0,21.95
2013,45000,Petrol,Manual,First,11.7,2359.0,134.0,5.0,7.9
2007,43627,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,29.0
2013,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.25
2014,10500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.9
2017,21789,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.88
2019,21134,Petrol,Manual,First,18.6,1197.0,81.86,5.0,8.78
2011,90000,Diesel,Manual,Second,13.93,2179.0,138.1,7.0,2.75
2014,51553,Diesel,Manual,First,21.64,1461.0,84.8,5.0,5.98
2011,31000,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,31.0
2011,67422,Petrol,Manual,Second,14.53,1798.0,138.0,5.0,3.55
2015,60519,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.24
2009,34000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,2.19
2013,68434,Diesel,Manual,First,28.4,1248.0,73.75,5.0,5.5
2014,17000,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.1
2011,43686,Petrol,Automatic,First,10.5,5000.0,503.0,4.0,50.66
2012,22000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,14.0
2013,79225,Diesel,Manual,First,22.0,1582.0,126.2,5.0,5.5
2007,63000,Petrol,Manual,Third,14.2,1598.0,102.0,5.0,1.2
2014,61922,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.3
2015,85000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,6.3
2017,26192,Diesel,Automatic,First,17.9,2143.0,168.0,5.0,40.47
2013,65000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,16.1
2014,44999,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,25.0
2008,81308,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,7.95
2016,35000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.65
2012,65349,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.81
2012,80000,Petrol,Automatic,First,15.64,1798.0,167.62,5.0,17.5
2012,61000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,3.3
2019,31817,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.34
2016,41000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,8.5
2010,82606,Petrol,Manual,Second,16.0,1198.0,90.0,5.0,2.69
2015,52000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.5
2011,50318,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.06
2016,50000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,49.0
2012,72000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,4.6
2015,63776,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.96
2015,28133,Petrol,Manual,First,18.6,1197.0,81.86,5.0,5.6
2017,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75
2015,55697,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.5
2012,62000,Diesel,Manual,Second,20.5,1598.0,103.5,5.0,3.0
2011,48000,Petrol,Manual,First,16.0,1368.0,90.0,5.0,3.0
2010,90246,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.95
2015,80500,Diesel,Manual,First,25.0,1396.0,69.0,5.0,2.45
2012,119000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,13.99
2016,28541,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,60.75
2012,41000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,4.5
2010,58000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2.5
2015,99000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,20.5
2014,31200,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.9
2009,85000,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,3.5
2016,60924,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,8.3
2012,45000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5
2011,44000,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,2.65
2016,30534,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,7.42
2016,46399,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.63
2008,42000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.09
2011,67000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,3.8
2013,58000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,15.75
2015,27000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,5.27
2012,39566,Petrol,Manual,Second,18.4,1198.0,86.8,5.0,2.75
2016,14980,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7.4
2017,18491,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.9
2000,90000,Petrol,Manual,Second,17.3,993.0,60.0,5.0,0.7
2015,118211,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.9
2016,63316,Diesel,Manual,First,22.7,1598.0,118.0,5.0,9.58
2014,42000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,24.95
2015,25648,Petrol,Manual,First,13.7,1399.0,98.82,7.0,4.29
2011,67612,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,11.5
2016,33000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.65
2015,20000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.75
2007,143000,Petrol,Manual,Second,14.2,1341.0,82.9,5.0,1.1
2014,118218,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,31.41
2012,99000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,6.0
2016,22700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,5.55
2017,28000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,10.91
2014,62000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.25
2012,107023,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.9
2012,71082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.95
2013,60000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,22.0
2014,21701,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.38
2011,56000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,3.45
2016,32450,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75
2016,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,2.75
2019,20483,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,30.3
2014,45800,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.5
2015,35441,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.87
2015,86398,Diesel,Manual,First,12.99,2494.0,100.6,7.0,15.2
2012,150000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3.5
2014,89000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.85
2010,68375,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.5
2013,52000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.95
2017,39000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,27.0
2014,68000,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,6.75
2007,71000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.5
2012,72003,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.9
2014,135670,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.55
2017,65850,Diesel,Manual,First,25.1,1498.0,98.6,5.0,9.44
2015,53920,Petrol,Manual,First,14.28,1798.0,138.03,5.0,10.77
2014,58000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.5
2016,4000,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.0
2010,58000,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,11.75
2016,29832,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.29
2016,71156,Diesel,Manual,First,26.59,1248.0,74.0,5.0,6.5
2015,64687,CNG,Manual,First,31.79,998.0,58.33,5.0,3.8
2011,54000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,18.0
2009,75000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,4.95
2015,39208,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.52
2014,41000,Diesel,Manual,First,17.0,2149.0,139.07,7.0,8.0
2013,38622,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.26
2016,18000,Petrol,Manual,First,16.95,1498.0,97.7,5.0,7.5
2011,45000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,3.35
2014,48656,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,5.5
2012,79000,Diesel,Automatic,First,22.0,1582.0,126.2,5.0,5.25
2012,88000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,16.25
2009,92000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.7
2019,9000,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,32.9
2008,50121,Petrol,Manual,First,20.4,1197.0,83.11,5.0,3.41
2014,79000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.15
2014,46000,Diesel,Manual,Second,20.14,1498.0,88.8,5.0,5.9
2012,100000,Petrol,Automatic,First,10.0,2496.0,157.7,5.0,11.5
2015,41000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.75
2015,25000,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.5
2014,71899,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.25
2016,7100,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.35
2018,38171,Petrol,Automatic,Second,22.5,999.0,67.0,5.0,4.99
2013,70359,Diesel,Manual,First,12.05,2179.0,120.0,8.0,7.65
2011,200000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,9.0
2017,26969,Diesel,Manual,First,22.07,1199.0,73.9,5.0,6.9
2011,56500,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.9
2014,40000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,5.75
2014,41000,Diesel,Manual,First,17.0,2200.0,139.01,7.0,8.0
2017,53105,Petrol,Automatic,First,22.5,999.0,67.0,5.0,4.41
2013,23000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,4.95
2016,80999,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,14.4
2012,82000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.95
2017,68557,Diesel,Manual,First,15.96,2523.0,62.1,7.0,8.14
2016,34000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,8.45
2015,77000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5
2012,48000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.5
2015,28232,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,7.72
2011,110000,Diesel,Automatic,First,16.96,1968.0,138.1,5.0,8.0
2009,120000,Diesel,Manual,Second,13.93,2179.0,138.0,7.0,3.0
2013,49000,Diesel,Automatic,First,8.2,2993.0,245.0,4.0,29.0
2014,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.11
2015,14925,Petrol,Manual,First,18.5,1197.0,82.9,5.0,5.37
2013,75000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,6.55
2015,23000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7.0
2014,57000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.48
2013,76718,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,6.51
2016,138000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.15
2013,140000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,9.0
2008,110000,Petrol,Automatic,Second,14.53,1798.0,138.1,5.0,2.75
2012,73000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,12.5
2017,63423,Diesel,Manual,First,23.0,1498.0,98.96,5.0,7.69
2013,62132,Petrol,Manual,First,18.5,1197.0,82.85,5.0,4.57
2013,51000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,4.5
2015,75000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.9
2008,55410,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.65
2015,41000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,3.25
2012,45000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.25
2018,53322,Petrol,Manual,First,15.8,1591.0,121.3,5.0,12.13
2013,48000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,3.25
2013,72000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,29.0
2013,50266,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.53
2017,21800,Petrol,Manual,First,17.0,1497.0,121.36,5.0,8.75
2014,45000,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,37.9
2010,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.4
2014,41681,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.55
2011,69313,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,2.65
2017,49000,Diesel,Manual,Second,25.0,1396.0,69.0,5.0,1.6
2012,40471,Diesel,Automatic,Second,16.2,2993.0,235.0,5.0,25.72
2013,60000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.15
2018,1001,Petrol,Manual,First,19.0,1194.0,94.68,5.0,7.23
2008,38000,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,2.6
2008,66000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,7.25
2017,33901,Diesel,Manual,First,12.8,2494.0,102.0,8.0,14.29
2011,57000,Diesel,Automatic,Second,14.94,2143.0,204.0,5.0,17.25
2013,170000,Diesel,Manual,First,22.54,1582.0,126.2,5.0,7.5
2014,60000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.35
2016,85000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.9
2016,146000,Petrol,Manual,Second,19.1,1197.0,82.0,5.0,3.5
2014,56002,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.1
2016,8554,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.2
2014,62322,Diesel,Manual,First,23.59,1364.0,67.06,5.0,4.9
2015,37929,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.69
2016,5400,Petrol,Manual,First,23.84,1199.0,84.0,5.0,3.98
2013,60000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.95
2014,55730,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,15.21
2015,62000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,6.3
2017,14576,Petrol,Manual,First,17.0,1198.0,73.75,5.0,6.69
2017,17000,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.5
2009,28000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.65
2012,58200,Diesel,Manual,First,14.66,2199.0,194.3,7.0,7.5
2018,12278,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.63
2018,17665,Petrol,Manual,First,15.8,1591.0,121.3,5.0,11.78
2004,200000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,0.85
